id_prod,PN,Description
489,0088873-02,RS-300G15-F4-X15-5-HWK-XIO
490,0088874-02,RA-500G72-SATA-1216-ES10-COMP
491,0089096-04,RS-1602-F4-SBD-2-COMP
492,0089658-02,RS-1603-E3-EBD-1-FRU-DTD
493,0089658-03,RS-1603-E3-EBD-1-FRU-DTD
494,0089658-04,RS-1603-E3-EBD-1-FRU-DTD
495,0089658-05,RS-1603-E3-EBD-1-FRU-DTD
496,0089658-06,RS-1603-E3-EBD-1-FRU-DTD
497,0089658-07,RS-1603-E3-EBD-1-FRU-DTD
498,0089659-03,>RA-500G72-SAT3-DSK-FRU-DTD
499,0089660-03,RS-PSU-450-AC1N-FRU-DTD
500,0089660-04,RS-PSU-450-AC1N-FRU-DTD
501,0089661-07,RS-SCM-E3-EBD-1-FRU-DTD
502,0089763-03,RS-1603-E3-EBD-DC-1
503,0089763-04,RS-1603-E3-EBD-DC-1
504,0089764-03,RS-1603-E3-EBD-DC-2
505,0089764-04,RS-1603-E3-EBD-DC-2
506,0089776-01,RS-500G72-FC-NL35-BLUE-DDN
507,0089776-02,RS-500G72-FC-NL35-BLUE-DDN
508,0090048-01,RA-NOHD-SATA-4835-DD-KIT-DDN
509,0090447-02,RS-146G10-FC-AL9-MK2-X274-NA
510,0090448-02,RS-300G10-FC-AL9-MK2-X276-NA
511,0090449-08,RS-73G10-FC-AL9-MK2-X272-NA
512,0090449-09,RS-73G10-FC-AL9-MK2-X272-NA
513,0090449-10,RS-73G10-FC-AL9-MK2-X272-NA
514,0090449-11,RS-73G10-FC-AL9-MK2-X272-NA
515,0090450-02,RS-146G10-FC-AL9-MK2-X274-NA
516,0090450-09,RS-146G10-FC-AL9-MK2-X274-NA
517,0090450-10,RS-146G10-FC-AL9-MK2-X274-NA
518,0090450-11,RS-146G10-FC-AL9-MK2-X274-NA
519,0090450-12,RS-146G10-FC-AL9-MK2-X274-NA
520,0090450-13,RS-146G10-FC-AL9-MK2-X274-NA
521,0090450-14,RS-146G10-FC-AL9-MK2-X274-NA
522,0090450-15,RS-146G10-FC-AL9-MK2-X274-NA
523,0090451-01,RS-300G10-FC-AL9-MK2-X276-NA
524,0090451-02,RS-300G10-FC-AL9-MK2-X276-NA
525,0090451-07,RS-300G10-FC-AL9-MK2-X276-NA
526,0090451-09,RS-300G10-FC-AL9-MK2-X276-NA
527,0090451-10,RS-300G10-FC-AL9-MK2-X276-NA
528,0090451-11,RS-300G10-FC-AL9-MK2-X276-NA
529,0090451-12,RS-300G10-FC-AL9-MK2-X276-NA
530,0090451-13,RS-300G10-FC-AL9-MK2-X276-NA
531,0090451-14,RS-300G10-FC-AL9-MK2-X276-NA
532,0090451-15,RS-300G10-FC-AL9-MK2-X276-NA
533,0090451-16,RS-300G10-FC-AL9-MK2-X276-NA
534,0090477-01,HS-146G15-SAS-X15-5-DD-NE1
535,0090502-02,RS-400G10-F4-CHNS
536,0090502-03,RS-400G10-F4-CHNS
537,0090504-01,EVAL-RS-400G10-F4-CHNS-HWK
538,0090578-02,HS-1235E-X1-1-INT
539,0090578-04,HS-1235E-X1-1-INT
540,0090578-05,HS-1235E-X1-1-INT
541,0090578-07,HS-1235E-X1-1-INT
542,0090578-09,HS-1235E-X1-1-INT
543,0090578-11,HS-1235E-X1-1-INT
544,0090579-02,HS-1235E-X1-0-INT
545,0090579-05,HS-1235E-X1-0-INT
546,0090579-08,HS-1235E-X1-0-INT
547,0090579-09,HS-1235E-X1-0-INT
548,0090579-10,HS-1235E-X1-0-INT
549,0090579-11,HS-1235E-X1-0-INT
550,0090583-03,RA-1402-ATA-C4-QS-NA
551,0090583-06,RA-1402-ATA-C4-QS-NA
552,0090978-01,RS-146G15-F4-X15-5-COMP
553,0090978-02,RS-146G15-F4-X15-5-COMP
554,0090979-01,RS-300G15-F4-X15-5-COMP
555,0090979-02,RS-300G15-F4-X15-5-COMP
556,0091113-01,RS-146G15-F4-X15-5-BLUE-DDN
557,0091113-02,RS-146G15-F4-X15-5-BLUE-DDN
558,0091114-01,RS-300G15-F4-X15-5-BLUE-DDN
559,0091114-02,RS-300G15-F4-X15-5-BLUE-DDN
560,0091116-01,RS-146G15-F4-X15-5-SGI-DDN
561,0091116-02,RS-146G15-F4-X15-5-SGI-DDN
562,0091117-01,RS-300G15-F4-X15-5-SGI-DDN
563,0091117-02,RS-300G15-F4-X15-5-SGI-DDN
564,0091298-01,HS-146G15-SAS-X15-5-DD-GW
565,0091298-02,HS-146G15-SAS-X15-5-DD-GW
566,0091299-01,HS-300G15-SAS-X15-5-DD-GW
567,0091299-02,HS-300G15-SAS-X15-5-DD-GW
568,0091331-05,RS-1220-F4-5402E-2-1.7TB-OVL
569,0091351-04,RS-1220-E3-XPN-2-3.6TB-OVL
570,0091380-02,RS-1401-FC-NA-J1
571,0091637-01,RA-1402-1216-JBD-7.0TB-ES10-NA
572,0091695-01,RA-1402-1216-3.5TB-MXL3-QS-NA
573,0091697-01,RA-1402-1216-3.5TB-NL35-QS-NA
574,0091705-01,RA-1402-1216-10TB-ES10-QS-NA
575,0091705-02,RA-1402-1216-10TB-ES10-QS-NA
576,0091705-03,RA-1402-1216-10TB-ES10-QS-NA
577,0091705-04,RA-1402-1216-10TB-ES10-QS-NA
578,0091705-05,RA-1402-1216-10TB-ES10-QS-NA
579,0091705-06,RA-1402-1216-10TB-ES10-QS-NA
580,0091707-01,RS-1401-FC-SBD-2.0TB-CH7QS2-NA
581,0091707-02,RS-1401-FC-SBD-2.0TB-CH7QS2-NA
582,0091707-03,RS-1401-FC-SBD-2.0TB-CH7QS2-NA
583,0091709-01,RS-1401-FC-SBD-2.0TB-PA-QS2-NA
584,0091709-02,RS-1401-FC-SBD-2.0TB-PA-QS2-NA
585,0091709-03,RS-1401-FC-SBD-2.0TB-PA-QS2-NA
586,0091711-01,RS-1401-FC-SBD-4.2TB-CH7QS2-NA
587,0091711-02,RS-1401-FC-SBD-4.2TB-CH7QS2-NA
588,0091711-03,RS-1401-FC-SBD-4.2TB-CH7QS2-NA
589,0091713-01,RS-1401-FC-SBD-4.2TB-PA-QS2-NA
590,0091713-02,RS-1401-FC-SBD-4.2TB-PA-QS2-NA
591,0091713-03,RS-1401-FC-SBD-4.2TB-PA-QS2-NA
592,0091734-03,HS-1235E-INT
593,0091734-08,HS-1235E-INT
594,0091734-09,HS-1235E-INT
595,0091734-10,HS-1235E-INT
596,0091734-11,HS-1235E-INT
597,0091735-03,HS-CAB-KIT-1235-INT
598,0091740-05,HS-FAN-1235E-INT
599,0091742-05,HS-SASEXP-1235E-INT
600,0091744-06,HS-PSU-850-AC-INT
601,0091761-03,RS-1401-FC-SBD-2.0TB-AL9QS2-NA
602,0091763-01,RS-1401-FC-SBD-4.2TB-AL9QS2-NA
603,0091763-02,RS-1401-FC-SBD-4.2TB-AL9QS2-NA
604,0091763-03,RS-1401-FC-SBD-4.2TB-AL9QS2-NA
605,0091767-02,RS-1404-FC-SBD-4.2TB-AL9QS2-NA
606,0091873-01,E-RS-400G10-SAS-CHNS-1603-DD
607,0091880-04,RS-1603-E3-EBD-DC-1-NGN
608,0091951-01,RA-750G72-SATA-ES10-X268-NA
609,0091952-01,RS-300G15-FC-X15-5-MK4-X279-NA
610,0091952-06,RS-300G15-FC-X15-5-MK4-X279-NA
611,0091952-08,RS-300G15-FC-X15-5-MK4-X279-NA
612,0091952-09,RS-300G15-FC-X15-5-MK4-X279-NA
613,0091952-10,RS-300G15-FC-X15-5-MK4-X279-NA
614,0091952-11,RS-300G15-FC-X15-5-MK4-X279-NA
615,0091952-12,RS-300G15-FC-X15-5-MK4-X279-NA
616,0091952-13,RS-300G15-FC-X15-5-MK4-X279-NA
617,0091952-14,RS-300G15-FC-X15-5-MK4-X279-NA
618,0091952-15,RS-300G15-FC-X15-5-MK4-X279-NA
619,0091952-16,RS-300G15-FC-X15-5-MK4-X279-NA
620,0091952-17,RS-300G15-FC-X15-5-MK4-X279-NA
621,0091952-18,RS-300G15-FC-X15-5-MK4-X279-NA
622,0091955-01,RA-750G72-SATA-ES10-X268-NA
623,0091955-02,RA-750G72-SATA-ES10-X268-NA
624,0091955-06,RA-750G72-SATA-ES10-X268-NA
625,0091955-07,RA-750G72-SATA-ES10-X268-NA
626,0091955-08,RA-750G72-SATA-ES10-X268-NA
627,0091955-09,RA-750G72-SATA-ES10-X268-NA
628,0091955-10,RA-750G72-SATA-ES10-X268-NA
629,0091955-11,RA-750G72-SATA-ES10-X268-NA
630,0091955-12,RA-750G72-SATA-ES10-X268-NA
631,0092022-04,RA-250G72-SATA-ES10-X262-NA
632,0092022-05,RA-250G72-SATA-ES10-X262-NA
633,0092022-06,RA-250G72-SATA-ES10-X262-NA
634,0092022-07,RA-250G72-SATA-ES10-X262-NA
635,0092022-08,RA-250G72-SATA-ES10-X262-NA
636,0092023-01,RA-500G72-SATA-ES10-X267-NA
637,0092024-03,RA-500G72-SATA-ES10-X267-NA
638,0092024-04,RA-500G72-SATA-ES10-X267-NA
639,0092024-05,RA-500G72-SATA-ES10-X267-NA
640,0092024-06,RA-500G72-SATA-ES10-X267-NA
641,0092024-07,RA-500G72-SATA-ES10-X267-NA
642,0092024-08,RA-500G72-SATA-ES10-X267-NA
643,0092024-09,RA-500G72-SATA-ES10-X267-NA
644,0092024-10,RA-500G72-SATA-ES10-X267-NA
645,0092024-11,RA-500G72-SATA-ES10-X267-NA
646,0092024-12,RA-500G72-SATA-ES10-X267-NA
647,0092042-01,HS-300G15-SAS-X15-5-DD-TRC
648,0092057-01,RS-146G15-FC-X15-5-MK4-X278-NA
649,0092057-06,RS-146G15-FC-X15-5-MK4-X278-NA
650,0092057-08,RS-146G15-FC-X15-5-MK4-X278-NA
651,0092057-09,RS-146G15-FC-X15-5-MK4-X278-NA
652,0092057-10,RS-146G15-FC-X15-5-MK4-X278-NA
653,0092057-11,RS-146G15-FC-X15-5-MK4-X278-NA
654,0092057-12,RS-146G15-FC-X15-5-MK4-X278-NA
655,0092057-13,RS-146G15-FC-X15-5-MK4-X278-NA
656,0092057-14,RS-146G15-FC-X15-5-MK4-X278-NA
657,0092057-15,RS-146G15-FC-X15-5-MK4-X278-NA
658,0092057-16,RS-146G15-FC-X15-5-MK4-X278-NA
659,0092057-17,RS-146G15-FC-X15-5-MK4-X278-NA
660,0092134-02,RS-1404-SBD-DC-2.0TB-AL9-QS-NA
661,0092251-01,RA-1402-DC-7.0TB-ES10-QS-NA
662,0092251-02,RA-1402-DC-7.0TB-ES10-QS-NA
663,0092251-03,RA-1402-DC-7.0TB-ES10-QS-NA
664,0092251-04,RA-1402-DC-7.0TB-ES10-QS-NA
665,0092251-05,RA-1402-DC-7.0TB-ES10-QS-NA
666,0092253-01,RA-1402-DC-10.5TB-ES10-QS-NA
667,0092253-02,RA-1402-DC-10.5TB-ES10-QS-NA
668,0092253-03,RA-1402-DC-10.5TB-ES10-QS-NA
669,0092253-04,RA-1402-DC-10.5TB-ES10-QS-NA
670,0092253-05,RA-1402-DC-10.5TB-ES10-QS-NA
671,0092255-02,RS-1401-SBD-DC-2.0TB-CH7-QS-NA
672,0092257-01,RS-1401-SBD-DC-2.0TB-PA-QS-NA
673,0092257-02,RS-1401-SBD-DC-2.0TB-PA-QS-NA
674,0092259-01,RS-1401-SBD-DC-2.0TB-AL9-QS-NA
675,0092259-02,RS-1401-SBD-DC-2.0TB-AL9-QS-NA
676,0092261-01,RS-1401-SBD-DC-4.2TB-CH7-QS-NA
677,0092261-02,RS-1401-SBD-DC-4.2TB-CH7-QS-NA
678,0092263-01,RS-1401-SBD-DC-4.2TB-PA-QS-NA
679,0092263-02,RS-1401-SBD-DC-4.2TB-PA-QS-NA
680,0092265-01,RS-1401-SBD-DC-4.2TB-AL9-QS-NA
681,0092265-02,RS-1401-SBD-DC-4.2TB-AL9-QS-NA
682,0092280-01,RS-73G15-F4-X15-5-COMP
683,0092280-02,RS-73G15-F4-X15-5-COMP
684,0092280-03,RS-73G15-F4-X15-5-COMP
685,0092285-01,RA-1402-1216-7.0TB-ES10-QS-NA
686,0092285-02,RA-1402-1216-7.0TB-ES10-QS-NA
687,0092285-03,RA-1402-1216-7.0TB-ES10-QS-NA
688,0092285-04,RA-1402-1216-7.0TB-ES10-QS-NA
689,0092285-05,RA-1402-1216-7.0TB-ES10-QS-NA
690,0092285-06,RA-1402-1216-7.0TB-ES10-QS-NA
691,0092300-01,RS-1404-F4-LRC-IBM
692,0092300-02,RS-LRC-F4-SBD-FRU-IBM
693,0092300-03,RS-LRC-F4-SBD-FRU-IBM
694,0092300-04,RS-LRC-F4-SBD-FRU-IBM
695,0092300-05,RS-LRC-F4-SBD-FRU-IBM
696,0092300-06,RS-LRC-F4-SBD-FRU-IBM
697,0092328-01,EVAL-RS-300G15-FC-VB-NA
698,0092328-04,EVAL-RS-300G15-FC-VB-NA
699,0092420-01,EVAL-RS-400G10-F4-CHNS-HWK-XIO
700,0092493-01,EVAL-RS-300G10-FC-CHNS-NA
701,0092493-07,EVAL-RS-300G10-FC-CHNS-NA
702,0092493-08,EVAL-RS-300G10-FC-CHNS-NA
703,0092498-01,EVAL-RS-400G10-FC-CHNS-NA
704,0092498-07,EVAL-RS-400G10-FC-CHNS-NA
705,0092498-08,EVAL-RS-400G10-FC-CHNS-NA
706,0092513-01,RA-750G72-SATA-1216-ES10IBMDDN
707,0092513-02,RA-750G72-SATA-1216-ES10IBMDDN
708,0092513-03,RA-750G72-SATA-1216-ES10IBMDDN
709,0092524-01,RS-146G10-FC-AL9-IBM-DDN
710,0092524-02,RS-146G10-FC-AL9-IBM-DDN
711,0092525-01,RS-300G10-FC-AL9-IBM-DDN
712,0092525-02,RS-300G10-FC-AL9-IBM-DDN
713,0092533-21,RA-1402-ATA-C5-QS-NA
714,0092534-01,RS-PNX-CONVERSION-KIT-QS-NA
715,0092535-03,RA-1402-ATA-C4-DC-QS-NA
716,0092537-05,RA-SCM-1216-1-FRU-IBM
717,0092537-07,RA-SCM-1216-1-FRU-IBM
718,0092544-02,RA-1402-1216-JBD-10.5TBE10-IBM
719,0092544-03,RA-1402-1216-JBD-10.5TBE10-IBM
720,0092544-04,RA-1402-1216-JBD-10.5TBE10-IBM
721,0092544-05,RA-1402-1216-JBD-10.5TBE10-IBM
722,0092544-06,RA-1402-1216-JBD-10.5TBE10-IBM
723,0092555-05,RS-1603-E3-EBD-8.0TBES-1-DTD
724,0092566-01,RS-400G10-F4-CHNS-COMP
725,0092566-02,RS-400G10-F4-CHNS-COMP
726,0092566-03,RS-400G10-F4-CHNS-COMP
727,0092572-04,RS-1401-FC-SBD-2.0TB-X155QS-NA
728,0092574-02,RS-1401-SBD-DC-2.0TB-X155QS-NA
729,0092666-01,RS-1401-FC-QS-J270-NA-J2
730,0092666-02,RS-1401-FC-QS-J270-NA-J2
731,0092667-01,RS-1401-FC-QS-J270C-NA-J2
732,0092667-02,RS-1401-FC-QS-J270C-NA-J2
733,0092691-01,RA-DUM-T-QS-NA
734,0092691-02,RA-DUM-T-QS-NA
735,0092691-03,RA-DUM-T-QS-NA
736,0092691-04,RA-DUM-T-QS-NA
737,0092691-05,RA-DUM-T-QS-NA
738,0092710-01,HS-400G10-SAS-CHNS-DD-TRC
739,0092741-05,RS-1602-F4-SBD-2-1.2TB-HAR
740,0092742-05,RS-1602-F4-SBD-2-2.4TB-HAR
741,0092743-05,RS-1602-F4-SBD-2-2.3TB-HAR
742,0092744-05,RS-1602-F4-SBD-2-4.8TB-HAR
743,0092746-01,EVAL-RS-146G15-FC-AL10-NA
744,0092751-01,EVAL-RS-300G15-FC-AL10-NA
745,0092757-02,RA-1T72-SATA-ULS-4835-DD
746,0092758-01,E-RA-500G72-SAT3-ULS-4835-DD
747,0092759-01,E-RA-750G72-SAT3-ULS-4835-DD
748,0092761-01,E-RA-500G72-SAT3-ULS-4835-D2
749,0092762-01,E-RA-750G72-SAT3-ULS-4835-D2
750,0092762-02,RA-750G72-SAT3-ULS-4835-D2
751,0092788-04,RA-500G72-SAT3-ULS-1603-D2
752,0092789-04,RA-750G72-SAT3-ULS-1603-D2
753,0092790-04,RA-1T72-SAT3-ULS-1603-D2
754,0092793-02,RA-1T72-SAT3-ULS-1603-DD
755,0092793-03,RA-1T72-SAT3-ULS-1603-DD
756,0092794-01,E-HS-500G72-SAT3-ULS-D1
757,0092795-01,E-HS-750G72-SAT3-ULS-D1
758,0092796-01,E-HS-1T72-SAT3-ULS-D1
759,0092796-02,HS-1T72-SAT3-ULS-D1
760,0092797-01,E-HS-500G72-SAT3-ULS-DD
761,0092798-01,E-HS-750G72-SAT3-ULS-DD
762,0092799-01,E-HS-1T72-SAT3-ULS-DD
763,0092800-01,E-HS-500G72-SAT3-ULS-D2
764,0092800-03,HS-500G72-SAT3-ULS-D2
765,0092801-01,E-HS-750G72-SAT3-ULS-D2
766,0092801-02,HS-750G72-SAT3-ULS-D2
767,0092801-03,HS-750G72-SAT3-ULS-D2
768,0092802-01,E-HS-1T72-SAT3-ULS-D2
769,0092802-03,HS-1T72-SAT3-ULS-D2
770,0092825-01,E-RA-500G72-SATA-ES2-4835-DD
771,0092825-02,RA-500G72-SATA-ES2-4835-DD
772,0092826-01,E-RA-750G72-SATA-ES2-4835-DD
773,0092826-02,RA-750G72-SATA-ES2-4835-DD
774,0092827-01,E-RA-1T72-SATA-ES2-4835-DD
775,0092827-02,RA-1T72-SATA-ES2-4835-DD
776,0092828-01,E-RA-500G72-SAT3-ES2-4835-DD
777,0092829-01,E-RA-750G72-SAT3-ES2-4835-DD
778,0092830-01,E-RA-1T72-SAT3-ES2-4835-DD
779,0092831-01,E-RA-500G72-SAT3-ES2-4835-D2
780,0092832-01,E-RA-750G72-SAT3-ES2-4835-D2
781,0092832-02,RA-750G72-SAT3-ES2-4835-D2
782,0092832-03,RA-750G72-SAT3-ES2-4835-D2
783,0092832-04,RA-750G72-SAT3-ES2-4835-D2
784,0092833-01,E-RA-1T72-SAT3-ES2-4835-D2
785,0092833-02,RA-1T72-SAT3-ES2-4835-D2
786,0092833-03,RA-1T72-SAT3-ES2-4835-D2
787,0092833-04,RA-1T72-SAT3-ES2-4835-D2
788,0092841-01,E-RA-500G72-SATA-1216-ES2
789,0092841-03,RA-500G72-SATA-1216-ES2
790,0092842-01,E-RA-750G72-SATA-1216-ES2
791,0092842-03,RA-750G72-SATA-1216-ES2
792,0092843-01,E-RA-1T72-SATA-1216-ES2
793,0092843-02,RA-1T72-SATA-1216-ES2
794,0092843-03,RA-1T72-SATA-1216-ES2
795,0092844-02,RA-500G72-SAT3-ES2-1603-D2
796,0092844-03,RA-500G72-SAT3-ES2-1603-D2
797,0092845-03,RA-750G72-SAT3-ES2-1603-D2
798,0092846-02,RA-1T72-SAT3-ES2-1603-D2
799,0092846-03,RA-1T72-SAT3-ES2-1603-D2
800,0092848-02,RA-750G72-SAT3-ES2-1603-DD
801,0092848-03,RA-750G72-SAT3-ES2-1603-DD
802,0092849-02,RA-1T72-SAT3-ES2-1603-DD
803,0092849-03,RA-1T72-SAT3-ES2-1603-DD
804,0092858-01,RA-1T72-SAT3-ES2-D3
805,0092859-01,E-HS-500G72-SAT3-ES2-D1
806,0092860-01,E-HS-750G72-SAT3-ES2-D1
807,0092861-01,E-HS-1T72-SAT3-ES2-D1
808,0092862-01,E-HS-500G72-SAT3-ES2-DD
809,0092863-01,E-HS-750G72-SAT3-ES2-DD
810,0092864-01,E-HS-1T72-SAT3-ES2-DD
811,0092865-01,E-HS-500G72-SAT3-ES2-D2
812,0092865-02,HS-500G72-SAT3-ES2-D2
813,0092865-04,HS-500G72-SAT3-ES2-D2
814,0092865-05,HS-500G72-SAT3-ES2-D2
815,0092866-01,E-HS-750G72-SAT3-ES2-D2
816,0092866-02,HS-750G72-SAT3-ES2-D2
817,0092866-04,HS-750G72-SAT3-ES2-D2
818,0092866-05,HS-750G72-SAT3-ES2-D2
819,0092867-01,E-HS-1T72-SAT3-ES2-D2
820,0092867-02,HS-1T72-SAT3-ES2-D2
821,0092867-04,HS-1T72-SAT3-ES2-D2
822,0092867-05,HS-1T72-SAT3-ES2-D2
823,0092947-01,HS-400G10-SAS-CHNS-DD-GW
824,0092954-01,RA-1T72-SATA-ULS-4835DD-DDN
825,0092954-02,RA-1T72-SATA-ULS-4835DD-DDN
826,0092955-01,RA-750G72-SATA-ULS-4835DD-DDN
827,0092955-02,RA-750G72-SATA-ULS-4835DD-DDN
828,0092956-01,RA-500G72-SATA-ULS-4835DD-DDN
829,0092956-02,RA-500G72-SATA-ULS-4835DD-DDN
830,0093019-02,RS-1220-F4-5412E-1.7TB-2-ADSK
831,0093023-06,ES-146G10-SAS-FBD
832,0093024-06,ES-73G15-SAS-MAV
833,0093046-01,RS-146G15-F4-X15-5-IBM-DDN
834,0093046-02,RS-146G15-F4-X15-5-IBM-DDN
835,0093047-01,RS-300G15-F4-X15-5-IBM-DDN
836,0093047-02,RS-300G15-F4-X15-5-IBM-DDN
837,0093056-02,RS-1220-F4-5412E-3.6TB-2-ADSK
838,0093074-01,EVAL-RS-146G15-FC-VB-NA
839,0093074-04,EVAL-RS-146G15-FC-VB-NA
840,0093189-05,RA-1402-1216-JBD-14TB-ULS-IBM
841,0093189-20,RA-1402-1216-JBD-14TB-ULS-IBM
842,0093248-01,HS-1235E-26C2-16-1.0TB-0-1-DTD
843,0093281-01,HS-1235E-X1-0-19W1-4-0-1
844,0093281-03,HS-1235E-19W1-4-0-1
845,0093281-04,HS-1235E-19W1-4-0-1
846,0093281-05,HS-1235E-X1
847,0093281-06,HS-1235E-X1
848,0093281-07,HS-1235E-X1
849,0093281-08,HS-1235E-X1
850,0093281-09,HS-1235E-X1
851,0093281-10,HS-1235E-X1
852,0093281-11,HS-1235E-X1
853,0093281-12,HS-1235E-X1
854,0093281-13,HS-1235E-X1
855,0093281-14,HS-1235E-X1
856,0093281-15,HS-1235E-X1
857,0093332-04,HS-1235E-26C2-16-1.0TB-0-2-DTD
858,0093332-05,HS-1235E-26C2-16-1.0TB-0-2-DTD
859,0093332-06,HS-1235E-26C2-16-2.0TB-0-2-DTD
860,0093332-08,HS-1235E-26C2-16-2.0TB-0-2-DTD
861,0093332-10,HS-1235E-26C2-16-2.0TB-0-2-DTD
862,0093411-01,EVAL-RA-1T72-SATA-ULS-IBM-NA
863,0093441-04,>RS-1602-F4-SBD-2-1.1TB-HAR
864,0093442-04,>RS-1602-F4-SBD-2-2.2TB-HAR
865,0093443-04,>RS-1602-F4-SBD-2-2.1TB-HAR
866,0093444-04,>RS-1602-F4-SBD-2-4.7TB-HAR
867,0093445-02,RA-1402-1216-1.75TB-MXL3-NA
868,0093446-02,RA-1402-1216-1.75TB-NL35-NA
869,0093452-01,RA-1T72-SATA-ULS-X269-NA
870,0093452-02,RA-1T72-SATA-ULS-X269-NA
871,0093452-03,RA-1T72-SATA-ULS-X269-NA
872,0093452-04,RA-1T72-SATA-ULS-X269-NA
873,0093452-05,RA-1T72-SATA-ULS-X269-NA
874,0093452-06,RA-1T72-SATA-ULS-X269-NA
875,0093452-07,RA-1T72-SATA-ULS-X269-NA
876,0093453-20,RA-1402-1216-JBD-14TBULS-QS-NA
877,0093454-03,RA-1402-ATA-DC-NA
878,0093456-05,RA-1402-1216-DC-14TB-ULS-QS-NA
879,0093490-01,RS-300G10-F4-CHNS-BLUE-DDN
880,0093490-02,RS-300G10-F4-CHNS-BLUE-DDN
881,0093491-01,RS-400G10-F4-CHNS-BLUE-DDN
882,0093491-02,RS-400G10-F4-CHNS-BLUE-DDN
883,0093492-02,RS-300G10-F4-CHNS-IBM-DDN
884,0093516-03,HS-1235E-26C2-16-1.0TB-0-3-DTD
885,0093516-04,HS-1235E-26C2-16-1.0TB-0-3-DTD
886,0093516-05,HS-1235E-26C2-24-2.0TB-0-3-DTD
887,0093516-06,HS-1235E-26C2-24-2.0TB-0-3-DTD
888,0093516-07,HS-1235E-26C2-24-2.0TB-0-3-DTD
889,0093516-08,HS-1235E-26C2-24-2.0TB-0-3-DTD
890,0093520-01,EVAL-RA-320G72-SATA-ES10-NA
891,0093529-01,RS-400G10-F4-CHNS-SGI-DDN
892,0093529-02,RS-400G10-F4-CHNS-SGI-DDN
893,0093566-01,RS-146G15-F4-X15-5-HWK-CCR
894,0093567-01,RS-300G15-F4-X15-5-HWK-CCR
895,0093614-01,RS-73G15-SAS-VB-1603-DDBK-DDN
896,0093614-02,RS-73G15-SAS-VB-1603-DDBK-DDN
897,0093615-01,RS-147G15-SAS-VB-1603-DDBK-DDN
898,0093615-02,RS-147G15-SAS-VB-1603-DDBK-DDN
899,0093616-01,RS-300G15-SAS-VB-1603-DDBK-DDN
900,0093616-02,RS-300G15-SAS-VB-1603-DDBK-DDN
901,0093619-01,E-RS-500G72-SAS-ES2-1603-DD
902,0093619-03,RS-500G72-SAS-ES2-1603-DD
903,0093619-05,RS-500G72-SAS-ES2-1603-DD
904,0093620-01,E-RS-750G72-SAS-ES2-1603-DD
905,0093620-03,RS-750G72-SAS-ES2-1603-DD
906,0093620-05,RS-750G72-SAS-ES2-1603-DD
907,0093621-01,E-RS-1T72-SAS-ES2-1603-DD
908,0093621-03,RS-1T72-SAS-ES2-1603-DD
909,0093621-05,RS-1T72-SAS-ES2-1603-DD
910,0093622-01,E-HS-500G72-SAS-ES2-1220-DD
911,0093623-01,E-HS-750G72-SAS-ES2-1220-DD
912,0093624-01,E-HS-1T72-SAS-ES2-1220-DD
913,0093624-02,HS-1T72-SAS-ES2-1220-DD
914,0093624-03,HS-1T72-SAS-ES2-1220-DD
915,0093625-03,RS-1603-E3-EBD-8.0TBES-2-DTD
916,0093625-05,RS-1603-E3-EBD-8.0TBES-2-DTD
917,0093633-01,RS-1404-FC-SBD-2.0TB-PA-QS-NA
918,0093633-02,RS-1404-FC-SBD-2.0TB-PA-QS-NA
919,0093633-03,RS-1404-FC-SBD-2.0TB-PA-QS-NA
920,0093633-04,RS-1404-FC-SBD-2.0TB-PA-QS-NA
921,0093635-02,RS-1404-FC-SBD-2.0TB-CH7-QS-NA
922,0093635-03,RS-1404-FC-SBD-2.0TB-CH7-QS-NA
923,0093635-04,RS-1404-FC-SBD-2.0TB-CH7-QS-NA
924,0093638-01,RS-1404-FC-SBD-4.2TB-PA-QS-NA
925,0093638-02,RS-1404-FC-SBD-4.2TB-PA-QS-NA
926,0093638-03,RS-1404-FC-SBD-4.2TB-PA-QS-NA
927,0093638-04,RS-1404-FC-SBD-4.2TB-PA-QS-NA
928,0093638-05,RS-1404-FC-SBD-4.2TB-PA-QS-NA
929,0093642-02,RS-1404-FC-4.2TB-PA-NA
930,0093642-03,RS-1404-FC-4.2TB-PA-NA
931,0093643-02,RS-1404-FC-4.2TB-CH7-NA
932,0093643-03,RS-1404-FC-4.2TB-CH7-NA
933,0093645-07,RS-1404-FC-SBD-2.0TB-X155QS-NA
934,0093647-07,RS-1404-FC-SBD-4.2TB-X155QS-NA
935,0093649-01,RS-1404-FC-SBD-2.0TB-AL9QS2-NA
936,0093649-02,RS-1404-FC-SBD-2.0TB-AL9QS2-NA
937,0093649-03,RS-1404-FC-SBD-2.0TB-AL9QS2-NA
938,0093649-04,RS-1404-FC-SBD-2.0TB-AL9QS2-NA
939,0093652-01,RS-1404-FC-SBD-4.2TB-AL9QS2-NA
940,0093652-02,RS-1404-FC-SBD-4.2TB-AL9QS2-NA
941,0093652-03,RS-1404-FC-SBD-4.2TB-AL9QS2-NA
942,0093652-04,RS-1404-FC-SBD-4.2TB-AL9QS2-NA
943,0093652-05,RS-1404-FC-SBD-4.2TB-AL9QS2-NA
944,0093653-01,RS-1404-FC-4.2TB-AL9-NA
945,0093653-02,RS-1404-FC-4.2TB-AL9-NA
946,0093653-03,RS-1404-FC-4.2TB-AL9-NA
